name,product_type,availability,price,original_price,discount_amount,discount_percentage,has_discount,buen_fin_discount,black_friday_discount,image,reviews_count,rating
"Samsung Celular Galaxy M15 5G Azul Claro 4GB RAM 128GB, Nacional con Garantía",smartphone,Available,2475.23,3999.0,1523.77,38.1,Yes,False,False,https://m.media-amazon.com/images/I/61dqezq8ZVL._AC_UL320_.jpg,316.0,4.6
SAMSUNG Smartphone A05 4+128GB LTE Negro Dual SIM,smartphone,Available,1969.0,2999.0,1030.0,34.34,Yes,False,False,https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UL320_.jpg,159.0,4.3
"SAMSUNG Galaxy A06 Negro 4GB RAM 64GB, Nacional con Garantía",smartphone,Available,1829.0,2599.0,770.0,29.63,Yes,False,False,https://m.media-amazon.com/images/I/61Kpp0oa8kL._AC_UL320_.jpg,3.0,4.2
"Samsung Celular Galaxy M55 5G Verde 8GB RAM 128GB, Nacional con Garantía",smartphone,Available,4997.07,7999.0,3001.93,37.53,Yes,False,False,https://m.media-amazon.com/images/I/61NGj+turzL._AC_UL320_.jpg,77.0,4.4
"SAMSUNG Celular Galaxy M35 5G Azul Claro 6GB RAM 128GB, Nacional con Garantía",smartphone,Available,4199.0,5499.0,1300.0,23.64,Yes,False,False,https://m.media-amazon.com/images/I/61n3Td68iIL._AC_UL320_.jpg,73.0,4.7
"Samsung Celular Galaxy A35 5G Violeta 6GB RAM 128GB, Nacional con Garantía",smartphone,Available,4799.0,6299.0,1500.0,23.81,Yes,False,False,https://m.media-amazon.com/images/I/61YAjWqc0DL._AC_UL320_.jpg,70.0,4.6
"SAMSUNG Celular Galaxy A25 5G 8GB 256GB 6.5"" FHD+ 120 Hz 50 MP Blue Black",smartphone,Available,4199.0,4199.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61RVVxjv26L._AC_UL320_.jpg,56.0,4.4
"Samsung Celular Galaxy A55 5G Azul Claro 8GB RAM 256GB, Nacional con Garantía",smartphone,Available,7499.0,8999.0,1500.0,16.67,Yes,False,False,https://m.media-amazon.com/images/I/61IW8xm4wXL._AC_UL320_.jpg,117.0,4.4
"SAMSUNG Galaxy S24 FE 5G Grafito 8GB RAM 256GB, AI, Nacional con Garantía",smartphone,Available,11829.09,15499.0,3669.91,23.68,Yes,False,False,https://m.media-amazon.com/images/I/51+38FqDMGL._AC_UL320_.jpg,7.0,5.0
SAMSUNG Galaxy A35 8GB 256GB 5G Negro,smartphone,Available,5407.0,5407.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61ljRHkT8DL._AC_UL320_.jpg,26.0,4.2
"SAMSUNG Audifonos inalámbricos Galaxy Buds3 Blanco, AI, Nacional con Garantía",another,Available,1799.0,2499.0,700.0,28.01,Yes,False,False,https://m.media-amazon.com/images/I/51wYLUl3sbL._AC_UL320_.jpg,58.0,4.6
Samsung Galaxy A05S 4GB 128GB Violeta,smartphone,Available,2999.0,2999.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61+CTd3mcvL._AC_UL320_.jpg,12.0,4.1
"SAMSUNG Galaxy S24 Ultra, Violeta, 12GB_256GB",smartphone,Available,20699.0,30999.0,10300.0,33.23,Yes,False,False,https://m.media-amazon.com/images/I/41R6PyAOtDL._AC_UL320_.jpg,142.0,4.6
Samsung Galaxy Tab A9 4GB_64GB Color Gris,tablet,Available,2499.0,2699.0,200.0,7.41,Yes,False,False,https://m.media-amazon.com/images/I/5169txVgFWL._AC_UL320_.jpg,657.0,4.6
"Samsung Smart TV 50"" 4K Crystal UHD (UN50DU8000FXZX)",tv,Available,7895.0,14284.0,6389.0,44.73,Yes,False,False,https://m.media-amazon.com/images/I/61QkKCod-DL._AC_UL320_.jpg,16.0,5.0
Samsung Galaxy A55 5G Color Violeta Claro RAM 8GB_128GB l Internacional,smartphone,Available,6837.75,6837.75,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51i4ME0cxeL._AC_UL320_.jpg,43.0,4.1
SAMSUNG Celular Galaxy S23 128GB Rosa Claro,smartphone,Available,10999.0,15999.0,5000.0,31.25,Yes,False,False,https://m.media-amazon.com/images/I/61gpxn8wtoL._AC_UL320_.jpg,86.0,4.7
Samsung Galaxy A15 (A155) Dual LTE 128GB 6GB RAM Negro,smartphone,Available,3399.0,3399.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/41AmmeD4ypL._AC_UL320_.jpg,20.0,4.5
Samsung Smartphone Galaxy A15 4G 6GB 128GB Negro Desbloqueado,smartphone,Available,3799.0,3799.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51jYEf9XY2L._AC_UL320_.jpg,0.0,
"SAMSUNG - Galaxy S21 Ultra G998U 5G, smartphone Android totalmente desbloqueado, versión de EE.UU., cámara de grado profesional, video 8K, 108 MP, 128 GB - Negro fantasma (reacondicionado)",smartphone,Available,6947.84,6947.84,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61dlAm9BpqL._AC_UL320_.jpg,2493.0,3.9
QEXWSZS MLT-K706S Cartucho de Tóner Compatible para Samsung Reemplazos MLT-K706S Compatible para Samsung K7400LX K7500LX K7600LX,another,Available,2901.0,2901.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71FFCl0ncSL._AC_UL320_.jpg,0.0,
QEXWSZS MLT-D704S Cartucho de Tóner Compatible para Samsung Reemplazos MLT-D704S Compatible para Samsung K3250NR K3300NR,another,Available,1681.0,1681.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/715wGgLWr3L._AC_UL320_.jpg,0.0,
"QEXWSZS CLT-K804S Cartucho de Tóner Compatible para Samsung Reemplazos CLT-K804S Compatible para Samsung X3220NR X3280NR,Black",another,Available,2101.99,2101.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71VC8BddyIL._AC_UL320_.jpg,0.0,
QEXWSZS MLT-D708S Cartucho de Tóner Compatible para Samsung Reemplazos MLT-D708S Compatible para Samsung K4300LX K4350LX K4250RX,another,Available,1201.0,1201.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71cG5X2PVCL._AC_UL320_.jpg,0.0,
"Samsung Adaptador de Corriente USB-C de 25W, Compacto, Negro",another,Available,319.0,399.0,80.0,20.05,Yes,False,False,https://m.media-amazon.com/images/I/51A6-bPbXGL._AC_UL320_.jpg,538.0,4.8
"Samsung Galaxy S22 Ultra, 5G, desbloqueado de fábrica 128GB, SM-S908U1 (reacondicionado) (borgoña)",smartphone,Available,9242.0,9242.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61bteKquOYL._AC_UL320_.jpg,366.0,3.7
SAMSUNG Galaxy A05S 4GB 128GB Negro,smartphone,Available,2799.0,2799.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61Srqk5BnTL._AC_UL320_.jpg,29.0,4.3
"SAMSUNG Galaxy Tab A9+, 8GB RAM, 128GB, Color Gris Grafito",tablet,Available,3980.0,4499.0,519.0,11.54,Yes,False,False,https://m.media-amazon.com/images/I/5128CkYTp5L._AC_UL320_.jpg,514.0,4.6
"SAMSUNG Celular Galaxy S23 FE Menta 8GB RAM 256GB, AI, Nacional con Garantía",smartphone,Available,9998.0,12999.0,3001.0,23.09,Yes,False,False,https://m.media-amazon.com/images/I/41dLpiNFUfL._AC_UL320_.jpg,85.0,4.4
"SAMSUNG Celular Galaxy A15 Negro 4GB RAM 128GB, Nacional con Garantía",smartphone,Available,3398.0,3599.0,201.0,5.58,Yes,False,False,https://m.media-amazon.com/images/I/51mRnMaCDpL._AC_UL320_.jpg,108.0,4.5
"Samsung Galaxy S20 5G, 128 GB, gris cósmicocompletamente desbloqueado (Reacondicionado)",smartphone,Available,4597.0,4597.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61uy0v+43CL._AC_UL320_.jpg,5978.0,4.2
Samsung Smartphone Galaxy A15 4G 6GB 128GB Amarillo Desbloqueado,smartphone,Out of Stock,,0.0,201.0,5.58,Yes,False,False,https://m.media-amazon.com/images/I/51cY-EaUOmL._AC_UL320_.jpg,1.0,4.0
SAMSUNG Galaxy A55 8GB 128GB 5G Violeta,smartphone,Available,6895.0,6895.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/611aVBz8yOL._AC_UL320_.jpg,6.0,3.9
"SAMSUNG Galaxy S22 Ultra Smartphone, 512GB, 8K Camera & Video, Brightest Display, S Pen, Phantom Black (Reacondicionado)",smartphone,Available,11630.38,11630.38,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/613Fp7fknhL._AC_UL320_.jpg,483.0,4.0
"SAMSUNG Galaxy A05s Plateado, 4GB_128GB",smartphone,Available,2589.0,2589.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51SNnS5u43L._AC_UL320_.jpg,4.0,4.7
SAMSUNG Galaxy A55 8Gb 128Gb 5g Negro,smartphone,Available,6974.0,7499.0,525.0,7.0,Yes,False,False,https://m.media-amazon.com/images/I/614AjVGG4FL._AC_UL320_.jpg,14.0,5.0
SAMSUNG Galaxy A06 4GB 128GB Azul,smartphone,Available,2389.0,2389.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/41ufMoRD0oL._AC_UL320_.jpg,0.0,
"Samsung Galaxy A05 Verde Claro, 4GB_64GB l Internacional",smartphone,Available,2052.0,2052.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71gwC+4xZSL._AC_UL320_.jpg,54.0,4.4
"SAMUNG Pantalla Led 75"" Procesador Crystal 4K, SmartThings Mod.UN75CU7000DXZA RENOVADO (75"")",another,Available,15500.0,15500.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61TMAyFBSmL._AC_UL320_.jpg,4.0,3.8
"Samsung Galaxy S20 FE 5G | Teléfono celular Android desbloqueado de fabrica | 128 GB | version de EE. UU. | Camara de grado profesional, zoom espacial 30X, modo nocturno | Cloud Navy (Reacondicionado)",smartphone,Available,4184.0,17499.69,13315.69,76.09,Yes,False,False,https://m.media-amazon.com/images/I/51X7xr4MQNL._AC_UL320_.jpg,4106.0,4.2
"SAMSUNG Galaxy Tab S9 FE+ - Tablet Android, 12.4 Pulgadas, 256 GB, 8MP, IP68, batería de Larga duración, procesador Potente, S Pen, cámara de 8 MP, para E.E.U.U., Color Lavanda",tablet,Available,12597.35,16459.0,3861.65,23.46,Yes,False,False,https://m.media-amazon.com/images/I/513outQrR4L._AC_UL320_.jpg,2062.0,4.6
"SAMSUNG Galaxy Watch6 Classic 47mm Negro, Nacional con Garantía",watch,Available,3799.0,7199.0,3400.0,47.23,Yes,False,False,https://m.media-amazon.com/images/I/61s77epX5QL._AC_UL320_.jpg,509.0,4.5
SAMSUNG Galaxy A35 8GB 128GB 5G Azul,smartphone,Available,5389.0,5389.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61V6LOJWISL._AC_UL320_.jpg,1.0,5.0
Samsung Smartphone A25 8+256GB 5G Azul Dual SIM,smartphone,Out of Stock,,0.0,3400.0,47.23,Yes,False,False,https://m.media-amazon.com/images/I/51i2bWQ8xxL._AC_UL320_.jpg,119.0,4.0
"SAMSUNG Galaxy Z Flip 3 5G, versión estadounidense, 128GB, negro fantasma - desbloqueado (reacondicionado)",smartphone,Available,6881.85,6881.85,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61JXIlARNfL._AC_UL320_.jpg,1556.0,3.7
"SAMSUNG - Galaxy Buds2 Pro - Auriculares inalámbricos, Bluetooth, Morado Bora (reacondicionados)",smartphone,Available,1933.28,1933.28,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51DzUEvJPDL._AC_UL320_.jpg,991.0,4.2
"SAMSUNG Galaxy S21 FE 5G, versión de EE. UU., 128 GB, azul marino, desbloqueado (reacondicionado)",smartphone,Available,5220.51,5846.55,626.04,10.71,Yes,False,False,https://m.media-amazon.com/images/I/91gKJze6DQL._AC_UL320_.jpg,91.0,4.3
"Samsung Galaxy Tab S9 Beige 12GB RAM 256GB, AI, Spen, Nacional con Garantía",tablet,Out of Stock,,0.0,626.04,10.71,Yes,False,False,https://m.media-amazon.com/images/I/510bCXNfAZL._AC_UL320_.jpg,641.0,4.8
"SAMSUNG Galaxy Z Flip 4 SM-F721U1 - Desbloqueado de fábrica (128 GB, color morado bora)",smartphone,Available,8263.51,8263.51,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51cMSayAObL._AC_UL320_.jpg,412.0,4.3
""" SAMSUNG - Teléfono móvil Android Galaxy Z Fold 3 5G desbloqueado de fábrica, teléfono inteligente 2 en 1, doble pantalla, cámara debajo de la pantalla, 256 GB de almacenamiento, Phantom Black""",another,Available,10517.0,10517.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71MFE2UY6-L._AC_UL320_.jpg,967.0,3.8
"Samsung Galaxy A15 Dual Sim 128GB Light Blue 6GB Ram Desbloqueado 6.5""",smartphone,Available,3399.0,4000.0,601.0,15.02,Yes,False,False,https://m.media-amazon.com/images/I/51rp0nqaPoL._AC_UL320_.jpg,1181.0,4.6
"Eynshoo Cargador Tipo C, Cargador 45W Carga Rápida, para Galaxy S24 Ultra/S24+/S24/S23 Ultra/S23+/S23/S22+/S22/S21+/Note 10+/Note 20/S20, Galaxy Tab S10/S9/S8, con un Cable de 1,8mtr",tablet,Available,183.91,249.0,65.09,26.14,Yes,False,False,https://m.media-amazon.com/images/I/51tZmKyzHKL._AC_UL320_.jpg,217.0,4.5
"Anker Zolo Power Bank, Cable TipoC y Lightning Integrado, 20000mAh, Carga rápida de 30W, Certificación MFI, Compacto y portátil, Compatible con iPhone 11/12/13/14/15 y Samsung Serie y Andrioid",smartphone,Available,799.2,999.0,199.8,20.0,Yes,False,False,https://m.media-amazon.com/images/I/61cs70QNRxL._AC_UL320_.jpg,368.0,4.6
QEXWSZS SF-D560RA Cartucho de Tóner Compatible para Samsung Reemplazos SF-D560RA Compatible para Samsung SF-560R 560RC 565PR 565PRC,another,Available,1101.0,1101.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71z8dRHbM+L._AC_UL320_.jpg,0.0,
QEXWSZS ML-D3470A Cartucho de Tóner Compatible para Samsung Reemplazos ML-D3470A Compatible para Samsung ML-3470D 3471ND,another,Available,1141.0,1141.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71f4gj3WzTL._AC_UL320_.jpg,0.0,
QEXWSZS MLT-D304E Cartucho de Tóner Compatible para Samsung Reemplazos MLT-D304E Compatible para Samsung SL-M4583FX M4530NX,another,Available,2351.0,2351.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71NGrxnKaIL._AC_UL320_.jpg,0.0,
"QEXWSZS CLT-K808S Cartucho de Tóner Compatible para Samsung Reemplazos CLT-K808S Compatible para Samsung X4300LX X4250LX X4220RX,Combination",another,Available,7358.99,7358.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71nt5QcLBDL._AC_UL320_.jpg,0.0,
Cartuchos de tóner MLT-D708S con Chip de Repuesto para Samsung MLT-D708S Cartucho de tóner Funciona con Impresora para Samsung MLT-D708S,another,Available,1095.99,1095.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71wfCIf7A9L._AC_UL320_.jpg,0.0,
QEXWSZS ML-D3050A Cartucho de Tóner Compatible para Samsung Reemplazos ML-D3050A Compatible para Samsung ML-3050 3051N 3051ND,another,Available,1201.0,1201.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71nHgZ-4ruL._AC_UL320_.jpg,0.0,
QEXWSZS MLT-D303E Cartucho de Tóner Compatible para Samsung Reemplazos MLT-D303E Compatible para Samsung SL-M4580FX,another,Available,2501.0,2501.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71oghmmOMtL._AC_UL320_.jpg,0.0,
